GRE_Score,TOEFL_Score,University_Rating,SOP,LOR,CGPA,Research,Chance_of_Admit
295,111,3,3.8,1.3,8.62,1,0.452
294,91,4,4.4,4.1,7.23,0,0.39
332,100,1,2.0,4.2,9.99,1,0.652
295,90,5,1.6,2.6,9.67,0,0.37
292,119,5,1.0,3.9,8.34,0,0.533
310,112,4,1.2,4.7,9.87,0,0.677
337,97,4,4.0,4.2,9.47,1,0.77
325,96,4,4.9,2.6,7.28,1,0.544
295,93,4,1.2,2.9,9.0,1,0.446
332,104,5,4.0,4.1,6.55,0,0.642
333,113,3,1.3,2.2,8.74,1,0.663
330,108,3,3.4,4.2,7.96,0,0.602
336,117,4,4.0,2.3,6.07,0,0.614
302,100,1,2.4,4.2,7.1,0,0.291
339,98,5,1.0,1.3,9.82,0,0.599
306,104,4,3.4,1.2,7.26,1,0.425
330,96,4,5.0,5.0,6.73,1,0.645
319,120,2,2.0,4.5,6.75,1,0.53
329,95,2,1.8,4.5,7.92,1,0.583
322,104,3,1.5,4.8,9.37,1,0.702
322,106,4,3.2,2.8,9.03,0,0.647
321,91,4,3.4,2.1,7.75,0,0.427
329,104,4,4.2,1.5,6.83,1,0.601
327,104,5,4.0,3.0,6.18,0,0.53
296,98,5,4.6,1.9,7.85,0,0.319
332,93,4,4.2,4.7,9.26,1,0.761
317,91,2,2.0,1.0,8.92,0,0.37
306,90,3,3.2,1.6,7.63,1,0.477
316,104,3,2.2,2.0,8.38,1,0.573
339,92,4,2.3,1.8,7.74,1,0.604
333,119,5,4.7,1.9,8.32,1,0.796
332,97,2,3.7,3.6,8.07,0,0.556
313,110,3,4.9,2.3,8.72,0,0.504
329,110,1,2.7,3.5,8.03,1,0.504
309,105,4,3.1,4.6,9.76,1,0.601
324,117,3,2.9,3.4,7.71,0,0.58
322,93,3,1.4,3.8,6.06,1,0.285
302,97,3,1.9,2.5,6.95,1,0.287
303,97,2,3.1,1.6,8.0,0,0.293
293,94,3,1.3,2.3,8.16,1,0.275
297,99,4,4.7,4.9,8.21,1,0.479
312,99,2,1.5,3.5,8.86,1,0.453
314,113,1,1.8,2.1,7.1,1,0.498
298,99,2,4.1,2.8,8.66,1,0.457
311,117,1,1.4,4.3,8.82,1,0.516
320,113,2,4.6,3.7,7.65,0,0.557
301,117,4,3.9,3.2,7.61,1,0.533
307,93,1,1.3,4.5,6.72,1,0.26
308,120,4,3.8,3.7,7.66,1,0.565
315,109,2,3.5,3.6,9.15,1,0.656
308,120,5,4.0,1.8,9.64,0,0.614
327,101,4,4.3,1.4,8.37,0,0.508
306,119,2,3.9,4.9,7.2,0,0.494
312,108,3,3.3,3.4,8.73,1,0.582
309,92,1,2.3,2.7,8.96,1,0.298
299,102,1,3.8,3.4,7.33,0,0.308
324,94,5,4.8,1.2,9.31,1,0.683
302,119,5,3.4,4.3,6.29,0,0.497
305,99,1,3.7,1.9,6.04,0,0.338
330,96,2,2.7,4.2,6.49,1,0.555
338,107,1,4.0,3.1,6.62,0,0.604
324,103,2,5.0,2.1,9.52,1,0.788
336,93,2,1.6,1.1,7.7,1,0.506
333,115,2,1.8,4.3,7.1,0,0.574
314,116,3,3.2,1.7,7.72,0,0.531
329,113,1,2.9,1.2,7.58,0,0.453
306,109,5,3.3,4.0,7.21,0,0.489
313,102,4,1.2,2.4,6.55,1,0.358
317,106,4,2.6,2.6,8.62,1,0.598
338,106,1,3.3,2.0,6.55,1,0.495
333,95,4,3.3,4.4,9.1,1,0.671
314,92,5,3.6,2.2,6.81,1,0.46
323,97,1,3.9,1.8,8.93,1,0.515
300,104,4,3.6,2.2,9.22,1,0.415
331,94,2,4.2,1.8,6.5,1,0.393
318,93,4,3.5,2.3,6.35,1,0.363
317,116,3,3.2,1.3,9.8,0,0.55
329,101,5,3.4,1.6,7.85,0,0.577
322,108,1,1.4,2.7,8.52,1,0.521
293,106,2,2.1,4.5,6.09,0,0.296
304,112,2,3.1,1.2,7.11,0,0.37
299,112,2,4.5,1.9,8.02,0,0.454
327,99,2,3.7,4.6,9.54,0,0.657
291,116,2,1.4,4.6,7.09,1,0.376
300,101,1,3.4,3.7,9.1,1,0.502
320,115,4,1.9,2.0,8.65,0,0.606
325,102,3,3.9,2.7,6.46,1,0.527
315,93,5,4.3,1.8,7.17,1,0.54
333,113,4,3.4,1.5,6.95,1,0.501
336,90,1,3.4,2.5,7.77,1,0.497
296,113,1,2.4,3.3,8.54,0,0.355
338,91,3,2.8,2.4,7.73,0,0.567
321,96,3,4.5,3.4,6.98,1,0.591
322,108,2,3.9,2.2,8.78,1,0.526
294,119,4,3.1,2.4,8.34,1,0.569
321,102,3,2.5,4.2,8.08,1,0.509
327,93,4,1.2,4.5,8.22,1,0.508
319,97,1,1.6,2.3,6.89,0,0.289
294,117,5,1.8,3.3,8.72,1,0.507
316,112,2,2.5,2.1,7.55,0,0.356
337,93,3,4.8,1.2,7.45,0,0.552
326,101,3,3.0,4.0,6.6,0,0.51
297,98,5,1.9,1.7,8.39,1,0.444
338,95,2,1.4,2.7,8.41,0,0.489
338,116,2,2.4,2.9,7.36,1,0.642
298,109,2,4.3,1.7,9.44,1,0.488
330,95,2,2.5,1.4,9.38,1,0.641
310,110,1,4.1,2.4,6.44,0,0.213
320,102,1,4.2,4.8,8.78,1,0.556
312,91,2,1.4,3.5,7.58,0,0.314
329,103,3,3.4,2.5,10.0,1,0.642
340,95,2,4.8,1.2,6.9,1,0.532
330,97,2,2.6,3.4,7.12,0,0.45
337,117,4,1.2,1.4,7.77,0,0.563
338,112,2,4.7,3.2,7.07,0,0.627
294,94,5,4.5,4.0,8.77,1,0.526
302,116,4,3.1,2.7,7.92,1,0.506
326,107,1,3.2,2.2,6.88,0,0.407
320,117,2,1.8,1.2,8.03,1,0.508
292,113,1,4.3,1.1,9.56,0,0.39
294,100,2,3.0,2.7,9.17,1,0.313
316,106,2,1.1,4.5,8.0,0,0.474
321,106,1,3.7,2.0,7.15,0,0.393
298,112,1,4.8,3.3,6.72,1,0.46
298,97,3,4.3,3.7,9.51,0,0.488
296,100,4,2.1,1.2,8.84,0,0.394
318,97,2,1.2,1.6,8.29,1,0.362
290,99,5,4.8,2.3,9.52,0,0.43
319,94,2,4.7,3.7,6.49,1,0.391
314,91,5,3.1,2.8,8.73,0,0.448
313,119,2,3.6,3.9,6.87,0,0.552
324,92,3,2.9,4.5,6.48,0,0.497
316,117,4,2.7,4.0,7.86,1,0.569
327,90,1,1.5,5.0,7.55,0,0.389
328,114,5,1.4,4.0,9.76,0,0.717
336,100,2,1.9,4.4,7.3,1,0.603
330,106,3,4.3,4.3,9.26,0,0.61
316,98,4,1.6,3.9,9.0,0,0.428
315,105,4,1.9,4.2,8.67,0,0.56
302,103,1,3.2,4.7,9.68,0,0.371
320,106,5,1.9,2.9,7.63,0,0.489
297,102,4,1.7,3.6,7.56,1,0.396
337,106,5,3.3,3.1,6.64,0,0.625
333,115,3,2.5,4.4,7.1,0,0.603
296,103,4,3.5,2.7,9.52,1,0.489
330,101,3,4.6,4.3,7.9,0,0.655
295,94,5,1.6,4.2,7.37,1,0.378
326,101,5,4.7,4.8,6.86,0,0.569
294,93,5,4.6,2.0,7.94,1,0.403
314,95,3,4.3,3.8,8.87,1,0.584
323,119,4,3.5,4.0,7.15,0,0.699
327,92,2,3.5,4.7,9.03,1,0.653
311,104,3,3.6,4.6,8.52,0,0.588
337,115,4,3.8,3.3,9.15,1,0.786
329,119,1,1.1,3.3,7.0,0,0.463
300,94,4,4.8,1.7,8.52,1,0.432
324,95,1,3.3,4.9,6.61,1,0.457
327,101,3,4.1,2.0,7.46,1,0.502
307,107,3,2.5,3.9,8.9,0,0.555
327,119,3,1.0,4.2,8.53,1,0.718
335,96,3,3.0,2.8,6.75,1,0.517
331,95,3,3.0,1.8,9.43,1,0.645
328,97,3,2.7,1.8,6.21,1,0.447
322,117,3,2.4,4.4,8.38,0,0.652
303,90,3,2.0,3.0,9.94,1,0.383
330,101,4,3.1,1.4,8.13,1,0.582
308,93,3,2.5,3.9,9.2,0,0.44
317,94,4,4.9,2.0,8.38,1,0.58
306,118,5,1.7,4.5,9.13,1,0.616
305,90,5,2.3,2.2,8.62,0,0.259
298,99,1,2.2,1.8,8.76,0,0.227
339,118,4,3.2,1.3,6.91,0,0.614
297,108,2,3.0,3.0,8.97,0,0.409
294,92,1,3.6,2.8,6.95,1,0.326
337,104,4,4.8,4.0,9.92,1,0.872
318,120,1,2.1,2.9,6.91,1,0.493
312,102,5,3.8,2.4,6.95,1,0.493
327,106,4,1.1,2.0,9.43,0,0.631
309,106,5,2.0,2.1,6.97,1,0.415
296,110,4,2.9,4.7,7.44,1,0.466
327,95,5,1.1,1.7,8.86,0,0.456
298,116,1,3.5,5.0,6.63,0,0.443
318,120,5,3.7,2.3,6.64,1,0.62
338,94,1,4.0,1.4,7.95,1,0.505
337,115,2,3.1,2.0,6.97,1,0.602
308,115,1,3.4,1.2,6.94,0,0.37
329,112,3,2.6,4.2,6.04,0,0.503
321,101,4,1.2,3.1,7.48,0,0.421
314,104,2,1.4,2.3,7.27,1,0.362
297,116,5,3.6,3.6,6.12,1,0.475
309,94,4,5.0,3.5,8.48,0,0.478
323,115,4,1.1,4.8,8.51,0,0.598
340,118,5,3.2,4.8,6.28,1,0.687
290,111,3,4.0,3.7,7.27,1,0.415
326,100,2,4.3,4.3,9.49,1,0.671
333,107,5,3.2,4.2,8.33,1,0.728
338,91,3,3.5,3.0,7.65,1,0.598
311,118,4,3.8,3.8,7.86,1,0.661
296,100,2,4.4,1.3,6.83,1,0.33
303,91,2,1.5,4.0,9.25,1,0.436
333,114,1,4.7,4.8,9.66,0,0.736
334,110,2,1.1,1.3,9.64,1,0.603
322,109,1,4.3,4.3,6.9,1,0.495
296,91,4,1.3,4.7,7.24,0,0.248
296,113,1,1.8,1.9,6.64,1,0.276
314,109,4,1.0,3.1,7.23,0,0.389
320,114,5,2.8,4.7,7.33,0,0.609
291,115,4,2.3,4.8,8.53,0,0.412
324,96,3,1.7,1.5,6.76,0,0.269
317,96,1,2.8,2.4,9.68,1,0.547
290,118,5,2.6,3.8,6.41,1,0.397
294,106,1,4.1,1.9,6.03,0,0.164
313,103,4,4.6,2.3,9.42,1,0.567
326,98,4,3.6,1.1,8.82,1,0.611
332,109,1,1.5,1.6,7.42,1,0.564
311,113,4,2.2,3.2,8.38,1,0.55
305,90,1,4.7,3.6,6.89,1,0.331
339,107,2,1.4,3.6,6.67,1,0.616
313,120,5,2.6,4.1,7.88,1,0.559
306,98,5,4.8,2.7,7.41,1,0.592
312,98,2,4.8,2.1,8.46,0,0.565
290,117,5,2.6,1.1,6.87,1,0.236
305,91,5,3.7,1.8,8.65,0,0.41
316,102,4,2.8,2.2,9.07,1,0.534
336,104,1,4.0,1.7,6.67,1,0.509
327,114,2,1.1,1.1,6.18,1,0.41
329,93,4,1.6,1.6,7.76,1,0.533
317,103,5,3.5,3.7,9.1,1,0.656
295,94,5,1.9,3.5,8.6,1,0.369
309,114,3,3.7,4.7,8.81,1,0.626
340,109,2,2.4,4.2,7.61,1,0.691
292,105,5,4.5,3.3,6.94,0,0.32
334,102,2,4.3,1.6,8.13,1,0.521
324,94,2,3.0,3.3,6.82,1,0.547
304,118,5,4.1,1.2,8.9,1,0.569
329,110,3,2.1,2.7,6.79,1,0.537
332,99,2,3.0,2.6,7.17,1,0.501
292,102,1,1.8,2.7,8.03,0,0.263
295,112,3,4.4,2.1,7.95,0,0.489
323,112,5,4.3,3.7,8.4,0,0.707
340,104,3,4.6,4.4,7.75,1,0.657
291,99,4,4.5,4.1,9.68,1,0.456
323,110,2,4.8,3.5,9.36,1,0.679
296,110,4,1.9,3.2,9.52,1,0.501
323,108,4,4.7,1.1,8.52,0,0.498
321,92,4,3.3,3.9,8.54,1,0.619
294,104,4,2.7,3.2,8.44,1,0.384
324,109,3,3.2,2.1,7.74,1,0.643
335,119,2,2.4,2.3,7.29,1,0.713
334,106,4,2.2,4.7,8.37,0,0.648
291,100,5,2.0,3.5,6.1,1,0.32
302,107,5,1.3,2.9,6.03,1,0.302
302,95,2,3.0,3.5,9.41,1,0.486
313,92,4,4.6,2.7,6.19,0,0.34
297,111,1,3.5,2.9,8.1,0,0.308
333,120,3,3.1,2.2,8.46,0,0.649
329,116,3,2.7,2.8,6.79,0,0.518
331,108,2,2.9,3.7,9.58,0,0.639
300,91,5,1.8,1.2,6.76,0,0.275
290,120,5,4.3,4.2,9.54,0,0.55
336,103,1,1.8,2.1,9.05,0,0.628
304,98,2,3.9,3.7,6.96,1,0.321
323,117,2,4.0,3.6,6.6,1,0.659
336,113,5,3.3,3.6,7.26,0,0.626
291,113,3,4.5,3.4,7.59,1,0.448
290,98,4,2.2,4.8,6.98,0,0.264
290,120,5,4.5,3.0,10.0,1,0.62
297,104,4,3.9,3.9,6.92,0,0.418
292,106,1,4.2,3.8,9.32,0,0.483
331,113,1,3.7,1.9,6.64,0,0.543
320,110,2,4.4,2.1,9.92,0,0.593
339,95,2,5.0,2.7,6.9,0,0.541
330,99,4,2.7,2.1,7.69,0,0.475
339,101,1,4.3,2.5,8.23,0,0.531
302,119,2,4.0,2.6,6.48,1,0.374
304,112,2,2.8,3.4,9.27,1,0.516
333,101,1,4.7,1.9,7.1,0,0.495
302,112,1,2.6,4.2,8.2,0,0.316
292,112,1,3.3,2.8,8.2,1,0.382
324,102,3,1.4,3.8,8.41,1,0.64
330,102,3,1.9,1.3,6.22,1,0.497
339,117,3,4.4,2.9,6.67,0,0.616
337,107,3,2.6,1.1,6.64,1,0.472
296,94,4,2.6,3.7,7.21,1,0.372
329,112,5,2.0,2.4,6.58,0,0.417
333,108,3,3.0,4.8,9.69,1,0.833
325,105,4,4.2,2.3,8.05,0,0.564
331,112,4,4.6,3.3,8.49,0,0.795
332,118,4,1.3,2.0,7.43,1,0.535
312,100,1,3.3,3.5,7.1,1,0.453
292,102,5,2.9,2.9,8.01,1,0.412
313,95,1,3.5,2.5,7.18,0,0.305
300,110,3,2.8,1.8,7.37,0,0.275
295,102,4,2.6,1.4,7.81,1,0.385
296,100,3,2.9,1.5,8.02,1,0.381
325,111,2,3.3,5.0,9.94,1,0.834
315,102,5,3.0,2.6,6.89,1,0.545
317,104,1,2.9,1.0,7.95,1,0.397
328,103,2,4.3,4.8,6.6,0,0.475
317,98,5,4.0,1.1,7.4,0,0.381
322,93,4,2.4,2.7,8.87,0,0.577
294,115,1,4.2,3.9,6.7,0,0.298
333,92,4,4.4,4.7,8.33,0,0.711
312,100,5,1.6,3.9,7.67,1,0.529
297,110,1,3.3,2.9,6.21,0,0.274
331,94,3,2.1,4.9,9.73,1,0.662
327,110,3,4.0,1.2,7.65,0,0.568
292,112,1,2.0,4.9,9.14,1,0.451
299,110,2,3.7,4.4,7.67,1,0.447
290,99,1,2.0,4.7,9.75,0,0.385
303,90,1,3.0,2.0,7.16,0,0.204
295,117,3,4.8,1.6,7.65,0,0.368
326,100,3,2.5,3.7,9.04,1,0.653
316,114,2,4.5,3.1,7.37,1,0.556
339,96,2,4.9,3.1,7.46,1,0.646
328,95,1,4.5,4.7,9.98,1,0.659
321,114,4,1.7,3.5,8.22,0,0.512
315,119,2,4.3,2.2,8.76,1,0.707
292,116,5,1.1,2.6,8.57,0,0.49
293,113,3,2.6,1.5,9.31,1,0.495
321,97,5,4.5,1.8,9.45,1,0.632
290,118,4,3.8,1.6,8.25,1,0.447
292,110,2,3.1,4.2,7.18,1,0.448
301,95,4,2.6,3.8,6.09,1,0.313
335,94,2,4.2,3.1,8.46,1,0.589
313,117,1,3.8,2.5,9.3,0,0.639
326,98,2,2.9,3.7,7.8,0,0.484
310,113,2,4.6,4.3,6.66,1,0.604
298,94,1,1.9,4.5,7.15,0,0.166
308,98,1,1.7,3.2,8.04,0,0.348
294,98,5,3.6,4.3,9.35,0,0.583
329,98,3,4.9,3.0,6.69,1,0.557
299,110,3,2.0,2.9,8.45,1,0.436
309,118,5,2.0,4.5,9.01,1,0.609
339,118,2,1.6,2.5,9.74,1,0.803
320,112,3,4.4,2.6,6.47,1,0.5
313,96,5,1.9,2.2,9.71,1,0.551
317,119,4,3.0,3.1,8.41,0,0.543
329,106,2,5.0,3.2,9.07,1,0.775
302,106,2,1.0,3.6,6.22,1,0.361
322,111,1,3.2,2.7,8.02,0,0.494
334,113,1,3.0,1.9,8.49,0,0.518
319,119,1,4.2,4.5,7.23,1,0.675
312,108,4,2.4,2.4,7.73,1,0.485
297,108,4,2.6,4.7,8.22,0,0.395
302,113,3,1.7,1.8,8.21,0,0.297
338,97,4,4.0,3.2,6.17,1,0.554
317,99,1,4.1,3.1,7.76,1,0.402
305,109,2,1.5,4.3,6.86,1,0.367
311,91,2,2.6,1.6,9.67,1,0.482
319,99,5,4.6,4.6,9.91,1,0.726
317,112,4,1.0,3.1,7.2,1,0.527
325,120,5,2.2,3.3,6.7,0,0.546
303,106,2,3.2,3.0,6.88,0,0.335
323,102,5,2.3,1.1,7.91,1,0.635
312,103,1,2.1,3.0,9.5,0,0.432
337,111,2,2.8,2.1,8.0,1,0.654
298,106,3,1.7,2.4,6.22,0,0.163
297,90,1,3.1,3.6,6.16,0,0.244
313,106,5,3.8,3.0,6.91,0,0.46
315,102,5,3.3,1.4,9.37,0,0.599
325,111,3,1.4,1.3,8.49,1,0.551
310,117,2,4.4,1.7,8.25,1,0.576
336,119,1,1.7,1.8,7.28,1,0.606
314,108,4,4.1,3.4,9.72,0,0.61
296,101,3,2.4,1.7,7.32,1,0.364
296,103,4,4.1,4.5,9.34,0,0.47
339,95,4,1.8,1.8,9.58,0,0.652
296,119,1,1.7,1.4,7.93,0,0.285
338,116,1,3.0,4.5,9.58,0,0.752
304,116,4,1.1,2.2,7.11,0,0.354
294,100,1,1.9,2.7,8.63,0,0.273
305,99,5,3.9,4.8,6.35,0,0.366
321,116,1,4.3,4.8,7.9,1,0.651
311,106,4,1.3,3.9,6.87,1,0.457
330,111,5,4.5,1.3,6.25,0,0.525
321,105,3,4.2,3.4,6.01,0,0.449
310,103,1,4.5,5.0,7.3,0,0.444
322,109,5,3.8,4.8,8.36,1,0.689
339,115,1,3.7,1.4,7.82,1,0.631
311,100,3,3.1,2.6,7.21,0,0.329
297,115,5,3.6,2.3,9.96,0,0.68
310,97,4,4.7,1.5,9.76,0,0.576
332,102,1,1.4,3.8,6.5,0,0.431
301,118,5,2.3,2.1,7.66,0,0.508
338,119,1,1.3,2.4,8.6,0,0.507
320,118,4,4.8,1.4,8.93,1,0.569
320,99,4,2.8,3.0,7.47,1,0.499
306,116,2,3.7,1.6,8.99,1,0.464
336,119,3,4.4,2.7,6.5,0,0.612
291,120,1,5.0,1.6,7.33,0,0.348
305,90,5,1.6,4.8,8.87,0,0.49
311,113,2,4.2,1.6,8.5,0,0.429
314,120,2,4.5,3.1,9.35,0,0.646
314,113,3,1.2,1.8,6.19,0,0.344
297,97,4,4.0,1.3,6.7,0,0.287
301,113,3,2.4,1.8,6.19,0,0.27
294,93,3,3.6,1.2,6.77,1,0.317
319,104,3,3.1,1.6,6.02,1,0.407
307,109,5,2.0,3.0,8.02,1,0.612
318,104,2,1.5,3.6,8.11,0,0.406
320,111,5,1.5,1.3,8.63,0,0.574
325,97,4,1.4,2.8,7.54,1,0.499
317,108,5,3.6,3.3,6.01,1,0.509
323,109,5,2.4,1.9,8.7,1,0.667
319,109,4,1.9,2.5,6.22,0,0.4
323,98,2,3.8,1.3,9.46,1,0.43
321,99,4,3.7,1.9,6.09,1,0.297
306,97,4,3.2,2.9,8.12,1,0.528
302,104,2,4.7,5.0,9.58,1,0.65
330,108,4,2.5,5.0,8.29,0,0.751
307,101,2,4.3,4.9,8.43,1,0.533
318,102,3,1.3,2.7,8.73,1,0.45
300,98,4,4.0,1.3,6.49,0,0.261
312,96,1,5.0,2.3,8.7,0,0.43
317,110,2,4.4,2.0,9.52,0,0.523
321,115,4,3.3,1.1,9.9,1,0.773
316,99,3,3.5,1.4,7.77,0,0.524
308,116,5,2.4,2.8,7.38,1,0.561
339,107,1,3.7,2.4,9.01,1,0.681
316,95,4,4.1,1.7,8.17,0,0.395
331,101,5,5.0,3.9,7.03,0,0.702
327,90,5,3.0,2.4,6.69,1,0.495
318,91,1,1.2,4.4,6.68,1,0.333
335,100,5,3.4,2.0,7.84,0,0.621
296,104,2,1.5,3.2,6.68,1,0.253
336,114,2,2.0,1.7,6.08,0,0.475
333,94,2,2.3,3.0,6.21,1,0.374
315,116,4,3.9,1.6,9.72,1,0.733
327,97,4,1.7,1.6,6.29,1,0.424
316,94,3,1.7,3.4,6.29,0,0.376
303,111,1,1.2,2.1,7.8,0,0.295
330,114,5,4.5,1.7,6.98,1,0.657
302,108,2,3.8,4.7,9.85,1,0.531
306,93,1,1.2,1.2,9.64,1,0.391
316,93,3,1.1,3.3,7.62,0,0.318
332,102,3,3.2,3.2,7.79,1,0.587
309,103,4,2.1,2.0,7.5,1,0.432
315,120,5,3.4,2.8,6.15,0,0.519
292,98,1,2.7,1.4,7.17,1,0.128
295,95,2,4.7,3.9,6.49,0,0.258
292,119,3,2.2,1.9,6.41,1,0.37
293,94,4,3.7,1.8,8.24,1,0.344
334,90,4,1.2,2.3,6.4,1,0.435
332,103,2,4.8,4.6,6.41,0,0.556
331,102,4,4.9,4.2,7.92,1,0.698
292,109,5,4.0,4.8,7.77,1,0.464
293,117,3,2.9,3.6,6.55,1,0.391
304,118,5,1.9,3.7,6.02,0,0.465
318,98,4,4.3,2.9,6.77,1,0.449
307,120,2,3.9,4.6,6.94,0,0.468
314,109,2,1.9,3.0,9.2,1,0.477
298,92,4,2.8,2.4,9.66,1,0.493
327,119,2,2.9,3.6,7.62,1,0.631
306,94,2,4.3,3.2,7.62,1,0.367
293,108,2,3.7,1.5,8.85,1,0.41
327,114,4,3.6,2.6,8.51,1,0.637
336,97,2,3.6,2.3,6.74,1,0.469
290,98,4,2.1,4.4,6.43,1,0.226
312,104,5,2.5,2.5,7.75,0,0.411
332,117,5,1.2,4.3,8.26,0,0.755
326,96,5,4.1,2.8,6.55,1,0.509
333,110,1,2.7,4.0,7.17,0,0.557
311,104,3,2.8,1.5,7.22,1,0.373
308,93,2,2.0,4.7,7.05,0,0.356
326,112,5,1.8,2.9,7.84,0,0.534
297,115,4,3.4,2.0,8.61,1,0.509
302,107,2,1.9,2.0,8.04,1,0.384
320,95,3,1.3,2.1,6.81,0,0.447
324,94,4,4.1,2.5,6.41,0,0.466
296,103,3,2.5,3.9,9.29,1,0.446
315,105,3,2.5,4.8,7.92,0,0.538
308,107,1,2.7,3.7,6.25,0,0.422
315,97,3,4.3,3.2,7.03,1,0.393
338,105,2,2.3,2.8,9.22,1,0.634
293,99,5,4.0,4.3,9.01,1,0.509
340,111,5,4.8,4.4,9.5,1,0.889
312,114,4,3.6,2.2,8.41,1,0.576
329,110,1,2.7,4.8,7.69,1,0.541
311,90,5,4.0,2.6,7.71,0,0.497
305,120,2,2.8,4.2,6.78,0,0.358
329,90,3,2.7,4.9,8.6,0,0.544
325,120,5,3.1,3.8,8.34,1,0.802
297,90,5,2.3,1.6,6.62,1,0.269
325,106,1,1.4,3.3,9.54,0,0.486
328,93,2,2.7,1.5,7.47,1,0.379
309,92,4,1.5,4.2,6.2,0,0.29
337,111,3,2.6,2.1,7.31,1,0.582
322,112,2,3.2,3.8,9.48,0,0.636
307,93,3,4.7,4.6,9.67,0,0.463
290,120,5,1.1,1.7,7.96,0,0.409
324,99,2,3.5,2.6,9.83,0,0.574
300,99,4,2.8,3.6,9.5,1,0.524
328,99,4,1.1,2.7,9.3,0,0.63
316,104,5,2.0,1.7,9.44,0,0.519
313,95,2,1.5,1.1,7.53,1,0.293
298,103,2,1.9,2.6,9.03,0,0.325
326,96,3,2.1,3.6,8.31,1,0.544
298,91,3,2.6,3.3,8.88,1,0.39
311,101,3,3.1,1.6,6.71,1,0.342
332,110,4,1.0,2.8,8.93,1,0.567
336,113,4,1.6,2.5,9.83,0,0.682
340,100,2,1.4,2.1,7.21,1,0.541
338,100,4,3.2,3.9,9.94,1,0.794
318,114,2,2.3,2.2,7.51,1,0.561
300,111,3,3.2,3.2,6.8,1,0.513
332,115,1,1.9,4.7,6.45,0,0.552
330,118,2,1.1,3.2,9.14,0,0.689
340,115,5,4.8,3.5,8.22,1,0.882
323,119,3,1.4,1.3,7.23,1,0.607
297,102,4,1.5,1.7,8.43,0,0.421
315,102,1,1.6,1.4,7.33,0,0.349
312,99,4,4.9,4.1,7.79,0,0.552
332,97,2,3.5,4.3,9.45,0,0.619
310,113,4,3.4,1.7,8.67,0,0.519
306,112,5,4.9,1.9,9.05,1,0.612
294,114,3,1.4,2.3,8.33,1,0.434
332,95,1,4.9,3.4,9.97,1,0.647
328,105,3,1.8,3.5,6.97,0,0.474
292,96,1,3.5,3.7,7.05,1,0.157
312,117,3,2.7,4.6,6.37,1,0.604
314,98,1,2.5,2.2,8.22,1,0.401
313,94,4,4.7,3.6,8.45,0,0.536
336,107,2,1.6,3.2,8.9,0,0.674
297,117,2,5.0,2.2,7.34,0,0.414
305,118,1,2.5,4.6,6.05,1,0.482
299,92,5,3.6,1.4,8.53,0,0.303
302,100,5,4.9,3.8,9.99,1,0.759
336,94,5,1.2,3.9,7.18,0,0.587
337,99,1,4.7,4.7,6.74,1,0.609
292,106,2,3.3,3.1,7.13,0,0.355
322,98,5,3.8,2.3,7.7,0,0.461
301,92,3,1.6,4.3,7.0,1,0.309
299,105,1,3.1,4.1,7.39,1,0.451
304,91,1,3.7,3.0,8.55,1,0.291
299,97,2,2.8,4.1,7.38,0,0.334
315,90,5,1.6,2.1,7.58,0,0.398
340,92,1,2.0,3.4,6.16,0,0.501
319,103,5,4.4,4.5,9.67,1,0.666
326,116,4,1.1,2.3,7.63,0,0.618
315,114,5,3.8,2.9,7.31,0,0.525
290,93,5,5.0,4.8,6.35,1,0.355
294,91,2,1.0,4.2,8.54,0,0.2
303,100,5,1.6,4.5,9.46,0,0.449
302,110,1,3.7,2.5,6.16,0,0.305
332,113,2,1.2,5.0,6.58,1,0.52
333,115,2,3.4,1.6,6.59,0,0.55
333,100,1,3.7,3.1,8.41,0,0.515
322,95,1,3.4,2.9,9.68,0,0.448
318,90,1,2.5,4.2,7.75,1,0.397
323,94,1,3.8,4.6,7.38,1,0.514
310,92,2,3.4,3.9,9.06,0,0.427
324,116,1,1.8,3.5,8.97,0,0.567
330,98,1,3.3,2.7,6.99,0,0.464
328,115,5,4.5,3.0,6.64,1,0.727
321,107,1,3.7,3.0,7.43,0,0.444
292,106,1,2.9,1.1,9.1,0,0.245
326,104,1,2.3,3.0,8.78,0,0.511
308,115,1,1.3,4.4,8.66,1,0.532
327,91,3,2.0,3.8,9.32,1,0.515
317,92,5,1.0,4.2,7.11,1,0.413
334,103,4,4.9,2.6,7.36,0,0.574
307,102,3,1.9,3.1,6.17,0,0.285
337,106,1,4.3,1.1,9.47,0,0.582
333,112,4,1.7,2.5,8.33,0,0.65
306,108,1,2.1,2.9,7.19,1,0.29
314,97,4,2.7,2.0,6.28,1,0.307
317,100,3,2.3,1.1,8.89,0,0.425
329,113,5,4.2,3.8,8.99,1,0.79
325,96,2,4.8,2.7,8.66,0,0.463
333,105,4,4.5,2.7,6.82,1,0.599
308,106,3,1.6,2.0,9.65,1,0.49
315,113,3,4.1,3.2,9.01,0,0.578
311,112,5,1.6,2.8,8.63,1,0.585
336,104,4,4.7,2.9,8.6,1,0.708
305,99,3,3.1,3.3,9.62,0,0.55
319,101,3,2.3,1.0,9.71,0,0.521
296,102,4,1.6,4.6,8.38,1,0.405
333,96,2,1.0,1.3,7.67,0,0.409
309,109,1,2.0,2.8,7.45,0,0.358
307,96,3,4.7,1.8,9.28,1,0.569
